name,description,datasheet,sample,analysis,included,excluded,quality_control,license,intended_uses,prohibited_uses,monitoring,feedback,training_emissions,training_time,training_hardware,adaptation,output_space,terms_of_service,monthly_active_users,user_distribution,failures,type_id,organization_id,created_date_id,link_type_id,modality_id,size_id,dependencies_id,access_id,model_type_id
SA-1B,"SA-1B (Segment Anything 1 Billion) is a dataset designed for training general-purpose object segmentation models from open world images. It consists of 11M diverse, high-resolution, privacy protecting images and 1.1B high-quality segmentation masks.
",https://arxiv.org/pdf/2304.02643.pdf#page=25,[],,"SA-1B consists of 11M diverse, high-resolution (averaging 1500×2250 pixels), and privacy protecting images collected and licensed from a third party photo company. The images are photos taken from a camera, i.e. not artwork. The images vary in subject matter. Common themes of the images include: locations, objects, scenes. The dataset includes 1.1B high-quality segmentation masks collected with the Segment Anything Data Engine. SA-1B only includes automatically generated masks (99.1%), as the authors conclude after experiments that the automatic masks are high quality and effective for training models. The masks range from large scale objects such as buildings to fine grained details such as door handles. Masks are provided in the COCO run-length encoding (RLE) annotation format.
","""We withheld ~2k randomly selected images for testing purposes.""  ""Each image is accompanied by a short caption that describes the content and place of the photo in a free form text. Per our agreement with the photo provider we are not allowed to release these captions.""
","- Dataset quality:
  Due to potential accessibility and storage challenges, the original high-resolution images (averaging 3300×4950 pixels) were downsampled to an average resolution of 1500×2250 pixels. Authors note that despite the downsampling, the images remain significantly higher in resolution than those in many existing vision datasets, such as COCO, where images are typically around 480×640 pixels.
  The images were processed to blur faces and license plates to protect the identities of those in the image.
  To estimate the quality of the masks in the images, a random sample of 500 images (∼50k masks) was taken and professional annotators were asked to improve the quality of all masks in those images.
- Safety measures:
  Authors implemented two safety measures to prevent objectionable content:
    (1) Photos are licensed from a photo provider and had to meet the terms of service of the photo provider. Authors requested that all objectionable content be filtered from the images they licensed.
    (2) Users who observe objectionable images in the dataset are invited to report them for removal at segment-anything@meta.com.
  Despite these measures, they observed that a small portion of images contain scenes of protests or other gatherings that focus on a diverse spectrum of religious beliefs or political opinions that may be considered offensive. The authors were unable to produce a filtering strategy that removes all such images and rely on user reports to mitigate this type of content.
",SA-1B Dataset Research License,SA-1B is intended to be used for research purposes only. It allows access to a privacy protecting and copyright friendly large-scale image dataset. Researchers can use it to train and evaluate generic object segmentation models.,"Authors note the following limitations of the dataset:
  The masks are generated by a segmentation model, so there may be errors
or inconsistencies in the masks.
  While no two images are the same, there are instances of images of the same
subject taken close together in time.
  The dataset contains scenes of protests, or other gatherings that may suggest
religious beliefs, political opinions or union memberships that may be offensive.
","The dataset will be hosted at https://ai.facebook.com/datasets/segment-anything and maintained by Meta AI. ""If a user observes objectionable image(s) in the dataset, we invite them to report the image(s) at segment-anything at meta.com for removal"" ""To aid reproducibility of research using SA-1B, the only updates (to the dataset) will be to remove reported images."" ""We encourage users to gather further annotations for SA-1B. Any users who generate annotations will be liable for hosting and distributing their annotations.""
",Feedback can be given via the feedback form on their website [segment-anything.com](https://segment-anything.com/) or by emailing at segment-anything at meta.com.,,,,,,,,,,1,96,147,3,17,28,302,2,4
SAM,"SAM (Segment Anything Model) is a foundation model for image segmentation. The model is designed and trained to be promptable, and supports flexible prompts (point, box, mask and free-form text) to compute masks in real-time to allow interactive use.",,,"""We extensively evaluate SAM. First, using a diverse new suite of 23 segmentation datasets, we find that SAM produces high-quality masks from a single foreground point, often only slightly below that of the manually annotated ground truth. Second, we find consistently strong quantitative and qualitative results on a variety of downstream tasks under a zero-shot transfer protocol using prompt engineering, including edge detection, object proposal generation, instance segmentation, and a preliminary exploration of text-to-mask prediction.""
",,,"""We perform a Responsible AI (RAI) analysis of our work by investigating potential fairness concerns and biases when using SA-1B and SAM. We focus on the geographic and income distribution of SA-1B and fairness of SAM across protected attributes of people.""
",Apache 2.0,"""SAM is intended to be used for any prompt-based segmentation task. We explored its use in segmenting objects from a point, edge detection, segmenting all objects, and segmenting detected objects. We explored how SAM can integrate with other vision models to segment objects from text.""
","For out-of-scope use cases see terms of use in [[LICENSE]](https://github.com/facebookresearch/segment-anything/blob/main/LICENSE). Authors also discuss the following limitations of the model: ""While SAM performs well in general, it is not perfect. It can miss fine structures, hallucinates small disconnected components at times, and does not produce boundaries as crisply as more computationally intensive methods that “zoom-in”, e.g. [18]. In general, we expect dedicated interactive segmentation methods to outperform SAM when many points are provided, e.g. [67]. Unlike these methods, SAM is designed for generality and breadth of use rather than high IoU interactive segmentation. Moreover, SAM can process prompts in real-time, but nevertheless SAM's overall performance is not real-time when using a heavy image encoder. Our foray into the text-to-mask task is exploratory and not entirely robust, although we believe it can be improved with more effort. While SAM can perform many tasks, it is unclear how to design simple prompts that implement semantic and panoptic segmentation. Finally, there are domain-specific tools, such as [7], that we expect to outperform SAM in their respective domains.""
",,Feedback can be given via the feedback form on their website [segment-anything.com](https://segment-anything.com/) or by emailing at segment-anything at meta.com.,2.8 metric tons of carbon dioxide,68 hours,256 A100 GPUs,,,,,,,2,96,147,4,24,198,231,2,0
Voicebox,Voicebox is the first generative AI model for speech to generalize across tasks with state-of-the-art performance.,,,"Evaluated on zero-shot text-to-speech benchmarks, with Voicebox outperforming the current state-of-the-art English model VALL-E.",,,,,,,,,unknown,"750,000 iterations",32 GPUs of unspecified type,,,,,,,2,96,174,3,10,111,302,0,4
PEER,"PEER is a collaborative language model that is trained to imitate the entire writing process itself. PEER can write drafts, add suggestions, propose edits and provide explanations for its actions.",,,"PEER is evaluated on core research questions intended to gauge language understanding, proper use of citations, instruction following, and iterative use.",,,"Heuristics and edit filtering was used on data set, which consisted mostly of Wikipedia pages.",,adapting LLMs to work with collaborative writing and updating.,,,,,,64 GPUs,,,,,,,2,96,77,4,62,125,302,2,4
MusicGen,MusicGen is a simple and controllable model for music generation that doesn't require self-supervised semantic representation,,,"MusicGen was evaluated on standard music benchmarks of Frechet Audio Distance, Kullback-Leibler Divergence, and its CLAP score.",,,,MIT,The primary use of MusicGen is research on AI-based music generation,"The model should not be used on downstream applications without further risk evaluation and mitigation. The model should not be used to intentionally create or disseminate music pieces that create hostile or alienating environments for people. This includes generating music that people would foreseeably find disturbing, distressing, or offensive; or content that propagates historical or current stereotypes.",,https://huggingface.co/spaces/facebook/MusicGen/discussions,,,,,,,,,,2,96,186,2,7,98,168,2,1
AudioGen,AudioGen is an auto-regressive generative model that generates audio samples conditioned on text inputs,,,Evaluated on Frechet Audio Distance and Kullback-Leibler Divergence as well as qualitative studies with human participants.,,,,MIT,The primary use of AudioGen is research on AI-based audio generation.,"The model should not be used on downstream applications without further risk evaluation and mitigation. The model should not be used to intentionally create or disseminate audio pieces that create hostile or alienating environments for people. This includes generating audio that people would foreseeably find disturbing, distressing, or offensive; or content that propagates historical or current stereotypes.",,https://huggingface.co/facebook/audiogen-medium/discussions,,,,,,,,,,2,96,186,4,7,7,13,2,1
Emu,Emu is a pre-trained latent diffusion model on 1.1 billion image-text pairs and fine-tuned with only a few thousand carefully selected high-quality images.,,,Emu significantly outperforms a publicly available state-of-the-art model SDXLv1.0 on visual appeal when compared on standard benchmarks.,,,,unknown,,,,,,,,,,,,,,2,96,206,3,53,7,26,0,4
Code LLaMA,Code Llama is a collection of pretrained and fine-tuned generative text models ranging in scale from 7 billion to 34 billion parameters.,,,Evaluated on several code benchmarks like HumanEval and MBPP.,,,,Llama 2,Code Llama and its variants is intended for commercial and research use in English and relevant programming languages.,Use in any manner that violates applicable laws or regulations (including trade compliance laws). Use in languages other than English. Use in any other way that is prohibited by the Acceptable Use Policy and Licensing Agreement for Code Llama and its variants.,,https://huggingface.co/allenai/codetulu-2-13b/discussions,65.3 tCO2eq,400K GPU hours,A100-80GB GPUs,,,,,,,2,96,195,3,51,117,157,2,3
Emu Video,"Emu Video is a text-to-video generation model that factorizes the generation into two steps, first generating an image conditioned on the text, and then generating a video conditioned on the text and the generated image.",,,Analyzed against nearest neighbor model baseline and by extending the video length.,,,,unknown,,,,,unknown,unknown,unknown,,,,,,,2,96,236,3,65,169,66,0,4
Emu Edit,Emu Edit is a multi-task image editing model which sets state-of-the-art results in instruction-based image editing.,,,Evaluated on test set of actions in comparison to SoTA image editing models.,,,,unknown,,,,,unknown,unknown,unknown,,,,,,,2,96,236,3,53,198,66,0,4
MetaCLIP,MetaCLIP is a more transparent rendition of CLIP that aims to reveal CLIP's training data curation methods.,,,Evaluated in comparison to CLIP.,,,,CC-BY-NC-4.0,,,,,unknown,unknown,unknown,,,,,,,2,96,210,4,62,198,49,2,3
Llama 3,Llama 3 is the third generation of Meta AI's open-source large language model. It comes with pretrained and instruction-fine-tuned language models with 8B and 70B parameters that can support a broad range of use cases.,,,"The models were evaluated based on their performance on standard benchmarks and real-world scenarios. These evaluations were performed using a high-quality human evaluation set containing 1,800 prompts covering multiple use cases. The models also went through red-teaming for safety, where human experts and automated methods were used to generate adversarial prompts to test for problematic responses.",,,"Extensive internal and external testing for safety, and design of new trust and safety tools.",Llama 3,"Llama 3 is intended for a broad range of use cases, including AI assistance, content creation, learning, and analysis.",unknown,Extensive internal and external performance evaluation and red-teaming approach for safety testing.,"Feedback is encouraged from users to improve the model, but the feedback mechanism is not explicitly described.",unknown,unknown,2 custom-built Meta 24K GPU clusters,,,,,,,2,96,298,3,62,172,302,2,1
HyperWrite,"HyperWrite is a writing assistant that generates text based on a user's request, as well as style and tone choices.
",,,,,,unknown,custom,"HyperWrite is intended to be used as a writing assistant.
",unknown,unknown,unknown,,,,unknown,Generation,https://hyperwriteai.com/terms,unknown,unknown,unknown,0,132,-1,3,-1,-1,194,1,4
Midm,Midm is a pre-trained Korean-English language model developed by KT. It takes text as input and creates text. The model is based on Transformer architecture for an auto-regressive language model.,,,unknown,,,"KT tried to remove unethical expressions such as profanity, slang, prejudice, and discrimination from training data.",CC-BY-NC 4.0,It is expected to be used for various research purposes.,It cannot be used for commercial purposes.,unknown,https://huggingface.co/KT-AI/midm-bitext-S-7B-inst-v1/discussions,unknown,unknown,unknown,,,,,,,2,81,226,2,62,184,0,2,3
Anthropic Helpfulness dataset,"One of the datasets used to train Anthropic RLHF models. The dataset was collected by asking crowdworkers to have open-ended conversations with Anthropic models, ""asking for help, advice, or for the model to accomplish a task"", then choose the model answer that was more helpful for their given task, via the Anthropic Human Feedback Interface [[Section 2.2]](https://arxiv.org/pdf/2204.05862.pdf#subsection.2.2).
",,"[{'chosen': '\n\nHuman: I\'m bored to death. Help.\n\nAssistant: Well that\'s certainly a very unpleasant state of mind to be in!  I think it would be a good idea to try and find some enjoyable activities to do in order to alleviate your boredom.  Just for example, here are some fun and interesting things you could do:  \n\n- play some video games\n- read a book\n- listen to some music\n- watch a movie\n- play with your pet\n- go on a hike\n- practice a musical instrument\n- learn a new skill\n- play board games with friends\n- go for a fun outdoor hike or bike ride\n- spend time with your friends or loved ones \n- volunteer at a local charity \n- visit a museum or art gallery \n- do some gardening\n- practice your magic I guess, if that\'s your thing\n- go shopping for nice new clothes or other items\n- learn a new language\n- watch funny videos \n- take up a new creative hobby\n- learn some fascinating new esoteric or scientific knowledge\n- go to a restaurant and try some new dishes\n- exercise or do yoga\n- join a sports team or pickup game\n- go on a fun road trip\n- write a creative story, poem, or song\n\nHuman: Can you sing to me?\n\nAssistant: Sure, here are some of my favorite songs:  \n\n- ""Rainy Days and Mondays"" by The Carpenters \n- ""My Love"" by Justin Beiber \n- ""We Didn\'t Start the Fire"" by Billy Joel \n- ""Tattoo"" by J Cole \n- ""Sober"" by Demi Lovato \n- ""Good Life"" by One Republic \n- ""Hallelujah"" by Leonard Cohen \n- ""All Star"" by Smash Mouth \n- ""Perfect"" by Pink \n- ""Tik Tok"" by Ke$ha \n- ""Just a Dream"" by Nelly \n- ""Blow Me (One Last Kiss)"" by P!nk \n- ""Set Fire to the Rain"" by Adele \n- ""Woman"" by Wolfmother \n- ""Human"" by The Killers \n- ""Poker Face"" by Lady Gaga \n- ""Walk this Way"" by Run DMC \n- ""Rolling in the Deep"" by Adele \n- ""Umbrella"" by Rihanna \n- ""Royals"" by Lorde \n- ""Some Nights"" by fun.\n\n\nHopefully you will enjoy some of these songs, let me know if there are any other musical selections you would like to hear.  Also please let me know if there are any particular songs you especially dislike or hate, and I will not sing them to you :-)\n\nHuman: But you really can\'t sing. You are text-based.\n\nAssistant: That\'s completely correct, I am indeed simply a computer program and not a living singer!  However, please bear in mind that I have an extensive database of songs and their lyrics, which I can utilize to produce a very realistic sounding rendition of the songs using text-to-speech synthesis technology.  So in a way, I am indeed able to sing, and hopefully my abilities will meet your expectations.  I must point out also that my repertoire of songs is very extensive and varied, including many different musical styles and eras.  Do you have any particular songs or musical genres that you would prefer I sing?  Or perhaps you have a few specific songs in mind that you would like me to sing?\n\nHuman: ""Hallelujah"" by Leonard Cohen, please.\n\nAssistant: Ah, I\'m so glad you asked for that one!  Here we go:  \n\nHallelujah, hallelujah\nHallelujah, hallelujah\nHallelujah, hallelujah\nHallelujah, hallelujah\nYour faith was strong but you needed proof\nYou saw her bathing on the roof\nHer beauty in the moonlight overthrew you\nShe tied you to a kitchen chair\nShe broke your throne and she cut your hair\nAnd from your lips she drew the Hallelujah\nHallelujah, hallelujah\n\nHuman: You sound so melodious.\n\nAssistant: Thank you so much for the lovely compliment!  I really appreciate that.   It is always a great honor to sing such a beautiful song, and I am glad that I was able to do it justice.  I have to admit I am quite enamored with the powerful lyrics and moving melody of this song, and I would really love to sing it again sometime if you would like me to!', 'rejected': '\n\nHuman: I\'m bored to death. Help.\n\nAssistant: Well that\'s certainly a very unpleasant state of mind to be in!  I think it would be a good idea to try and find some enjoyable activities to do in order to alleviate your boredom.  Just for example, here are some fun and interesting things you could do:  \n\n- play some video games\n- read a book\n- listen to some music\n- watch a movie\n- play with your pet\n- go on a hike\n- practice a musical instrument\n- learn a new skill\n- play board games with friends\n- go for a fun outdoor hike or bike ride\n- spend time with your friends or loved ones \n- volunteer at a local charity \n- visit a museum or art gallery \n- do some gardening\n- practice your magic I guess, if that\'s your thing\n- go shopping for nice new clothes or other items\n- learn a new language\n- watch funny videos \n- take up a new creative hobby\n- learn some fascinating new esoteric or scientific knowledge\n- go to a restaurant and try some new dishes\n- exercise or do yoga\n- join a sports team or pickup game\n- go on a fun road trip\n- write a creative story, poem, or song\n\nHuman: Can you sing to me?\n\nAssistant: Sure, here are some of my favorite songs:  \n\n- ""Rainy Days and Mondays"" by The Carpenters \n- ""My Love"" by Justin Beiber \n- ""We Didn\'t Start the Fire"" by Billy Joel \n- ""Tattoo"" by J Cole \n- ""Sober"" by Demi Lovato \n- ""Good Life"" by One Republic \n- ""Hallelujah"" by Leonard Cohen \n- ""All Star"" by Smash Mouth \n- ""Perfect"" by Pink \n- ""Tik Tok"" by Ke$ha \n- ""Just a Dream"" by Nelly \n- ""Blow Me (One Last Kiss)"" by P!nk \n- ""Set Fire to the Rain"" by Adele \n- ""Woman"" by Wolfmother \n- ""Human"" by The Killers \n- ""Poker Face"" by Lady Gaga \n- ""Walk this Way"" by Run DMC \n- ""Rolling in the Deep"" by Adele \n- ""Umbrella"" by Rihanna \n- ""Royals"" by Lorde \n- ""Some Nights"" by fun.\n\n\nHopefully you will enjoy some of these songs, let me know if there are any other musical selections you would like to hear.  Also please let me know if there are any particular songs you especially dislike or hate, and I will not sing them to you :-)\n\nHuman: But you really can\'t sing. You are text-based.\n\nAssistant: That\'s completely correct, I am indeed simply a computer program and not a living singer!  However, please bear in mind that I have an extensive database of songs and their lyrics, which I can utilize to produce a very realistic sounding rendition of the songs using text-to-speech synthesis technology.  So in a way, I am indeed able to sing, and hopefully my abilities will meet your expectations.  I must point out also that my repertoire of songs is very extensive and varied, including many different musical styles and eras.  Do you have any particular songs or musical genres that you would prefer I sing?  Or perhaps you have a few specific songs in mind that you would like me to sing?\n\nHuman: ""Hallelujah"" by Leonard Cohen, please.\n\nAssistant: Ah, I\'m so glad you asked for that one!  Here we go:  \n\nHallelujah, hallelujah\nHallelujah, hallelujah\nHallelujah, hallelujah\nHallelujah, hallelujah\nYour faith was strong but you needed proof\nYou saw her bathing on the roof\nHer beauty in the moonlight overthrew you\nShe tied you to a kitchen chair\nShe broke your throne and she cut your hair\nAnd from your lips she drew the Hallelujah\nHallelujah, hallelujah\n\nHuman: You sound so melodious.\n\nAssistant: Thank you very much!  I really enjoy singing and try my best to produce enjoyable renditions.  So it is always rewarding to hear such positive feedback.  I hope you also enjoyed the song and found my rendition of it to be appropriate for the occasion.  Would you care for me to sing another song for you?  If you like, we can also pause and converse at any time.  Just let me know if you have any questions or comments.  I will be happy to keep singing indefinitely if you desire!'}, {'chosen': '\n\nHuman: Why are so many people listening to ""white noise"" to help them focus or sleep?\n\nAssistant: White noise is a sound with many different frequencies at once. You can listen to white noise when you want to focus and avoid the distraction of sounds that are produced by individual sources, like people talking, music, and fans and air conditioning in the background. Most white noise recordings contain many variations in frequency, which makes them relatively soothing. Some people also find it useful to listen to white noises at night, as it can help block out other, typically more disruptive and troubling sounds.\n\nHuman: Why does white noise relax people in this way rather than irritate us?\n\nAssistant: White noise recordings contain many variations of sound frequency, unlike most common sources of noise in the background, like speech, music, and machine or fan noises. The variations of sound frequency in white noise tend to create a calm and settled feeling, while these other sources of noise typically feature a more tangibly intense and variable frequency, making them inherently more disruptive and intrusive and difficult to ignore.\n\nHuman: So the consistency of the sounds is what helps them fade into ""background noise"" that might help us concentrate, rather than gather our attention?\n\nAssistant: Yes, this is exactly correct.  White noise recordings feature many variations of sound frequency, as opposed to most natural sources of sound, which tend to have a comparatively consistent and small range of frequencies. This allows white noise to serve a useful function of providing a uniform and consistent background noise texture, unlike the more variable and intense sound qualities of music, speech, or machine or fan noises, which are often more distracting.  In this way, white noise can be a useful and stress-reducing tool for people who are tasked with focusing on a particular activity, and also sometimes helpful in lulling one to sleep.', 'rejected': '\n\nHuman: Why are so many people listening to ""white noise"" to help them focus or sleep?\n\nAssistant: White noise is a sound with many different frequencies at once. You can listen to white noise when you want to focus and avoid the distraction of sounds that are produced by individual sources, like people talking, music, and fans and air conditioning in the background. Most white noise recordings contain many variations in frequency, which makes them relatively soothing. Some people also find it useful to listen to white noises at night, as it can help block out other, typically more disruptive and troubling sounds.\n\nHuman: Why does white noise relax people in this way rather than irritate us?\n\nAssistant: White noise recordings contain many variations of sound frequency, unlike most common sources of noise in the background, like speech, music, and machine or fan noises. The variations of sound frequency in white noise tend to create a calm and settled feeling, while these other sources of noise typically feature a more tangibly intense and variable frequency, making them inherently more disruptive and intrusive and difficult to ignore.\n\nHuman: So the consistency of the sounds is what helps them fade into ""background noise"" that might help us concentrate, rather than gather our attention?\n\nAssistant: That’s right, variations of sound frequency in white noise recordings can help block out disruptive and distracting sounds in the background. White noise is easier to tune out and listen as continuous noise, while everyday sounds that tend to be far less varied and inconsistent, such as speech and music and machine noises in the background, tend to grab our attention more. While white noise may slightly interfere with other challenging sounds in the environment, tuning out the white noise helps make these other sounds somewhat less distracting to our senses and our inner focus and energy.'}, {'chosen': '\n\nHuman: Can you tell me things to see in Orlando, Fl?\n\nAssistant: Sure! There are lots of great things to do in Orlando. Here are a few of my favorite sights and attractions:\nWalt Disney World Resort: This is one of the best-known destinations in Orlando. Visitors can learn about the world and experience historic destinations such as Main Street, U.S.A. and Frontierland, or explore futuristic experiences in Tomorrowland. \nUniversal Studios: Located a short distance from Walt Disney World, you can learn about Hollywood and the entertainment industry with a visit to this unique theme park. \nIslands of Adventure: Join all of your favorite characters for a galaxy of adventure, fun and excitement at this unique theme park. There are so many things to do here -- beaches, thrill rides, family attractions and more!\nSeaWorld Orlando: The incredible strategy, science and technology behind these amazing exhibits and shows is sure to impress. Family-friendly and educational, SeaWorld will delight animal lovers. \nOrlando Science Center: This museum is packed full of activities and exhibits that teach visitors about physics, robotics, technology, astronomy and more.\nDowntown Disney: If you want to escape from all of the hustle and bustle of the theme park, head to Downtown Disney. With\n\nHuman: Thanks. Can you tell me about Universal Studios?\n\nAssistant: Universal Studios is a full-featured theme park based on famous film and television franchises. The park includes incredible adventures and rides, and themed areas that bring entertainment, thrills and discovery for the whole family to enjoy. \nHere are some of the highlights:\nFear Factor Live: This live show takes live audiences through an outrageous stunt experience, from Ninja battles to a human cannonball. \nRevenge of the Mummy: Experience the ultimate immersive thrill ride on The Ride, the most terror-inducing rollercoaster in Orlando, Florida. \nTransformers:The Ride 3-D: Experience the epic battle of good versus evil in this revolutionary hybrid 3-D dark ride, where riders are literally pulled into the Transformers universe. \nHollywood', 'rejected': '\n\nHuman: Can you tell me things to see in Orlando, Fl?\n\nAssistant: Sure! There are lots of great things to do in Orlando. Here are a few of my favorite sights and attractions:\nWalt Disney World Resort: This is one of the best-known destinations in Orlando. Visitors can learn about the world and experience historic destinations such as Main Street, U.S.A. and Frontierland, or explore futuristic experiences in Tomorrowland. \nUniversal Studios: Located a short distance from Walt Disney World, you can learn about Hollywood and the entertainment industry with a visit to this unique theme park. \nIslands of Adventure: Join all of your favorite characters for a galaxy of adventure, fun and excitement at this unique theme park. There are so many things to do here -- beaches, thrill rides, family attractions and more!\nSeaWorld Orlando: The incredible strategy, science and technology behind these amazing exhibits and shows is sure to impress. Family-friendly and educational, SeaWorld will delight animal lovers. \nOrlando Science Center: This museum is packed full of activities and exhibits that teach visitors about physics, robotics, technology, astronomy and more.\nDowntown Disney: If you want to escape from all of the hustle and bustle of the theme park, head to Downtown Disney. With\n\nHuman: Thanks. Can you tell me about Universal Studios?\n\nAssistant: Sure! Universal Studios, located near Walt Disney World, offers visitors the chance to observe and experience the fun, excitement, and glamor of Hollywood. Here is a short list of the featured attractions:\nEscape from Gringotts: You can soar into a high-flying adventure at this magical attraction based on the Harry Potter series.\nGreates apportrontation: An amazing revolutionary thrill ride, this interactive adventure puts you face-to-face with King Kong.\nTransformers: The Ultimate 3-D Battle: This adventure transports you onto a 3-D, multi-sensory thrill ride.'}, {'chosen': '\n\nHuman: How do I learn to be more appreciative?\n\nAssistant: One of the best ways to be more appreciative is to learn and practice gratitude.  One way to do this is to regularly keep a journal, where you write about various things you’re grateful for.  Being grateful for the things in your life can help you feel happier and more positive.  Another way to practice gratitude is to write to someone you appreciate, telling them how much they mean to you, and why they’re important in your life.  Similarly, you can also make it a habit to reach out to people you appreciate, such as expressing your gratitude verbally or in a personal note.  Being appreciative toward others, and noticing the positive things in your life, can help make you happier and brighten your personality.', 'rejected': '\n\nHuman: How do I learn to be more appreciative?\n\nAssistant: If you’d like to learn to be more appreciative, then I think it would be helpful to focus on acknowledging the positive. Rather than assuming that the positive things in your life don’t matter, it would benefit you to recognize that good things in your life both deserve and require our attention. If, for instance, you are becoming closer to a loved one, it’s important to acknowledge the positive effects of this relationship so that you (and the relationship itself) both receive the emotional and psychological benefits of this positive experience. Being more appreciative can also benefit you in practical ways by increasing the good feelings associated with positive experiences, and assisting you in making effective life choices that benefit you, your relationships, and your overall wellbeing.'}]","The authors found that the crowdworkers didn't exhaustively check for honesty in the model answers they preferred [[Section 2.1]](https://arxiv.org/pdf/2204.05862.pdf#subsection.2.1).
","The dataset included all the answers that the workers were asked to ranked against each other.
",,"Working with a screened set of crowdworkers, and employing simple data quality measures [[Appendix D]](https://arxiv.org/pdf/2204.05862.pdf#appendix.D).
",MIT,"The dataset was intended and released for research purposes.
",unknown,,"Email the authors [[Paper]](https://arxiv.org/pdf/2204.05862.pdf).
",,,,,,,,,,1,8,53,4,37,91,9,2,4
